,Title,Authors,Abstract,Published Date,Journal Title,Volume,Issue,Year,Pages,Link
0,Editorial. From the Hobbesian international law of coexistence to modern integration law: the WTO dispute settlement system,['E-U Petersmann'],"All contributions to this second issue of the Journal of International Economic Law are devoted to the worldwide dispute settlement system of the World Trade Organization (WTO). The purpose of this introductory editorial is to place this special theme in the broader context of international law and to draw attention to some of the many inter-relationships between general international law, international economic law and WTO law.", 01 June 1998,Journal of International Economic Law, Volume 1, Issue 2, June 1998, Pages 175–198, https://doi.org/10.1093/jiel/1.2.175
